LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Thu Dec 26 20:32:42 +0330 2019
 500 atoms
 2 bonds
 0 angles
 0 dihedrals
 0 impropers
 2 atom types
 1 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.500000 0.500000  xlo xhi
 -0.500000 0.500000  ylo yhi
 -0.500000 0.500000  zlo zhi

# Pair Coeffs
#
# 1  AL
# 2  O

# Bond Coeffs
#
# 1  

 Masses

 1 26.981539 # AL
 2 15.999400 # O

 Atoms # full

352 2 1 0.000000 10.550000 10.578000 69.407997 # AL UNL
353 3 2 0.000000 7.389000 5.184000 73.347000 # O HOH
354 4 2 0.000000 19.438000 7.894000 73.411003 # O HOH
355 5 2 0.000000 10.552000 16.204000 64.655998 # O HOH
356 1 1 0.000000 90.462997 5.722000 15.185000 # AL UNL
357 2 1 0.000000 90.865997 3.629000 20.278000 # AL UNL
358 3 2 0.000000 95.620003 2.791000 14.684000 # O HOH
359 4 2 0.000000 85.139000 9.302000 14.175000 # O HOH
360 5 2 0.000000 88.456001 2.585000 27.158001 # O HOH
361 1 1 0.000000 104.306000 9.363000 61.224998 # AL UNL
362 2 1 0.000000 107.945000 13.287000 59.868000 # AL UNL
363 3 2 0.000000 105.184998 11.837000 66.567001 # O HOH
364 4 2 0.000000 102.334999 5.699000 56.237000 # O HOH
365 5 2 0.000000 112.156998 16.962000 55.074001 # O HOH
366 1 1 0.000000 40.311001 6.954000 13.497000 # AL UNL
367 2 1 0.000000 35.341999 8.084000 11.375000 # AL UNL
368 3 2 0.000000 40.415001 12.899000 13.756000 # O HOH
369 4 2 0.000000 41.686001 0.616000 13.866000 # O HOH
370 5 2 0.000000 28.847000 6.168000 8.480000 # O HOH
371 1 1 0.000000 63.562000 9.508000 55.388000 # AL UNL
372 2 1 0.000000 58.334999 9.281000 57.148998 # AL UNL
373 3 2 0.000000 63.115002 14.857000 57.959999 # O HOH
